#"Step","Potential Energy (kJ/mole)","Temperature (K)"
695000,-393814.2804823838,298.63893367866524
700000,-393648.9987867456,289.8522316550464
705000,-393844.18370303523,299.03532876839535
710000,-393664.5958355729,305.701452967009
715000,-393628.2399371372,283.95522155003744
720000,-393465.4315341569,298.5410233426684
725000,-393561.7682309612,293.3000336543422
730000,-393383.11105916125,292.57519236291597
735000,-393664.1678008764,314.35025249742625
740000,-393450.7829053112,300.1838642721814
745000,-393596.167090641,295.5444368131385
750000,-393354.13441702584,294.3793095534481
755000,-393177.0819425655,301.1608007958155
760000,-393652.51527244324,297.6131192981183
765000,-393552.90123280475,316.6322380452306
770000,-393462.4271522092,295.52432190076365
775000,-393440.3937705725,297.6957170577877
780000,-393385.69619905064,295.63354698475905
785000,-393456.7896469171,292.6047297192821
790000,-393604.06713176065,304.10445467916594
795000,-393553.19326360064,298.6446356613746
800000,-393268.6740753681,296.40507590976205
805000,-393741.46251354925,304.64037919029624
810000,-393293.83474252117,302.08013889124186
815000,-393524.1538096766,290.1446177104544
820000,-393580.8815946892,307.6515521691407
825000,-393608.32133651065,297.68038647623365
830000,-393471.32859769464,297.52464500837965
835000,-393516.44001920987,291.4239110157887
840000,-393601.8944926362,290.61584469580123
845000,-393327.9518124731,297.14389035096406
850000,-393457.8501863397,301.83348764895084
855000,-393497.810206885,294.68998103346127
860000,-393559.4797677326,294.61376005955844
865000,-393468.04997950816,301.70172370849093
870000,-393456.5150048885,299.28891502500267
875000,-393159.1082118468,305.58130903328737
880000,-393693.883762749,299.17592351860816
885000,-393525.4475445892,294.6542987705055
890000,-393709.3180413847,292.8358992036294
895000,-393259.87885629415,300.4521030388918
900000,-393641.4590831788,301.1950066068113
905000,-393547.89480866445,296.5579325032621
910000,-393350.1796527662,289.72506846208887
915000,-393335.7655165631,294.83542127079374
920000,-393529.8529260263,298.11245321283053
925000,-393540.2996264647,288.2739867665214
930000,-393606.81092784216,306.3156169038965
935000,-393654.3891337174,296.90358816798954
940000,-393762.94660341187,298.85589434928596
945000,-393644.31137122103,306.6136978652373
950000,-393799.5240036561,301.5731738707352
955000,-393781.2895385405,308.2788783358228
960000,-393494.65786053194,299.21551113569404
965000,-393516.33606441703,300.0867084058668
970000,-393771.9859888674,296.10550346728434
975000,-393760.6074485618,298.27861616141445
980000,-393581.7708438948,293.6521914566794
985000,-393781.7584659944,295.41948309205503
990000,-393842.068794172,302.0219951650248
995000,-393448.6768691207,299.0622714183211
1000000,-393659.29914683726,299.77615625678936
1005000,-394194.1051510664,292.920991665715
1010000,-393639.5608270297,293.2941469402396
1015000,-393457.4493319016,299.7344497355933
1020000,-393739.8716426365,301.4057317925663
1025000,-393807.4718770832,298.00046466772875
1030000,-393739.6346239137,296.02135738625617
1035000,-393656.89608199475,295.1071711214954
1040000,-393648.0514308369,304.6638189403749
1045000,-393619.62022047443,294.81573116724337
1050000,-393500.79980816436,288.11044946055733
1055000,-393814.94473538315,305.6034285691679
1060000,-393762.4946524006,299.39080498798984
1065000,-393712.57081097615,291.8294431245857
1070000,-393751.57095780334,289.4850505356299
1075000,-393642.487187431,300.28972241071534
1080000,-393878.95974051557,298.840731681439
1085000,-393813.0643839886,291.262949941807
1090000,-393397.50177647686,295.60857795741896
1095000,-393825.0137615343,302.0020291889735
1100000,-393737.94914932246,305.8965507540132
1105000,-393897.7955289001,294.5337363375358
1110000,-393806.12835004734,287.89527387138503
1115000,-393900.6297675504,294.7629315834777
1120000,-393964.1885898374,295.7739374920444
1125000,-393908.0625818743,296.5921854327793
1130000,-393796.11878657434,289.8097818549422
1135000,-393586.69546182256,306.48702914775805
1140000,-393715.84448349924,299.559060417845
1145000,-393549.25016546075,295.9964841621148
1150000,-393721.29484307725,292.97361633708255
1155000,-393486.36911835073,302.27683913167186
1160000,-393966.7507597306,299.7224399355562
1165000,-393587.3697202018,296.53819740065273
1170000,-393667.65649575135,292.76761877285054
1175000,-393808.14979693503,293.31006472518317
1180000,-393942.4043980972,294.34221481343195
1185000,-393738.28792178025,278.2281831204009
1190000,-393956.71088878124,299.5074476506177
1195000,-393748.9185921286,293.9661904838687
1200000,-393681.68359447905,292.5662284987287
1205000,-393598.42119320924,300.14875756607177
1210000,-393731.90914097254,287.64607159922025
1215000,-393693.5145731121,292.7452835045272
1220000,-393767.3163932472,298.8358954292827
1225000,-393724.5860096507,305.767735425908
1230000,-393623.5595561395,303.10748921277207
1235000,-393837.10500161664,293.50345567470254
1240000,-393892.3491091703,294.21758792647097
1245000,-394001.14456333057,293.69382892803765
1250000,-393826.2127451521,300.8905290467227
