#"Step","Potential Energy (kJ/mole)","Temperature (K)"
270000,-393865.43164422805,291.1428273699386
275000,-393986.8809682783,295.08222404888807
280000,-393916.7403522753,280.3631575841873
285000,-394267.5690796636,287.5162989822774
290000,-393924.9320482518,278.3786676878448
295000,-393744.2740862116,278.4044395178383
300000,-394047.5199734671,288.0221801488959
305000,-393902.79526572546,296.69709409696674
310000,-394104.04138302995,279.2065327475138
315000,-393901.5683069832,296.0579234218908
320000,-394182.2357820973,281.1690577579935
325000,-394024.0297242495,285.0214568516279
330000,-394159.4327064769,284.48767091378414
335000,-393952.35272123455,288.7291527243405
340000,-394056.92828232324,292.03851698021333
345000,-393905.6213769913,289.56942899995
350000,-394051.4214820699,298.29388228317566
355000,-394225.8141337356,292.68895836925384
360000,-394405.0799917972,290.33224194068316
365000,-394087.6882833628,283.3815370091311
370000,-394261.31495857495,282.45832304558064
375000,-394120.35830302024,283.4837510769556
380000,-394284.01585744484,290.0087135610747
385000,-393951.2630079533,288.12407412049043
390000,-394198.17318090633,285.48890265886837
395000,-394087.0248556476,285.90940255873926
400000,-394348.8434952934,292.74738665952907
405000,-394017.2388055713,285.6492303696301
410000,-394121.0384102213,280.4509662298584
415000,-394156.0971844016,283.36465697477973
420000,-394160.65450261463,287.134914710423
425000,-394025.96688170964,286.2167023038409
430000,-394179.5053432243,285.03766131008456
435000,-394151.48114553833,278.1902077542074
440000,-394382.39237100765,290.8668636219543
445000,-394061.62361602386,288.39359155092626
450000,-394098.1208418574,286.7923094025066
455000,-394123.43689072505,278.913908960962
460000,-394046.1522979296,282.979656152732
465000,-394170.9091204508,276.7667141518816
470000,-394236.37383122987,293.94420968886493
475000,-394154.60223520105,281.224517058125
480000,-394101.8245060056,278.83524906560973
485000,-394034.5262000933,289.3489308559004
490000,-394433.1684086953,284.1878756158395
495000,-394106.09162975376,281.56384042063667
500000,-394212.796770821,291.268895350841
505000,-394092.28379733744,290.5537417789722
510000,-394338.1878074731,284.5815450231886
515000,-394111.2152965439,282.65394891283626
520000,-393912.71865663223,276.6141144221866
525000,-394300.7288120741,281.35599574726297
530000,-394299.4833453491,277.1066883142581
535000,-394162.8618670541,287.5298695935166
540000,-394249.6089998558,278.73799884139714
545000,-394097.6214946237,289.4782981822157
550000,-394234.18979572284,284.0053956877064
555000,-394163.5301723539,289.33798928043853
560000,-394414.5916661071,279.34805837951336
565000,-394448.59351019317,283.3068633552619
570000,-394234.6906084511,288.7842600296768
575000,-394521.93327286316,279.49185490884855
580000,-394273.10728434636,277.47533775262076
585000,-394298.26078769646,286.9846791092199
590000,-394397.2360644089,283.8027984458884
595000,-394056.75148759974,283.0963545723172
600000,-394368.3850687271,292.8964567590806
605000,-394346.39055355615,284.30068148611605
610000,-394467.04543109034,291.02012715120526
615000,-394520.9917111455,286.8133675092389
620000,-394176.97865598416,287.65239547031854
625000,-394224.37291466224,279.5951615384931
630000,-394236.7882558382,281.6095722934912
635000,-394211.6831045246,283.6418490699687
640000,-394124.57505352877,297.51016939236257
645000,-394224.9329736814,288.05301356552036
650000,-394180.737787961,294.4637212704936
655000,-394197.2502001702,276.48202894765313
660000,-394350.31492054474,286.7338455929286
665000,-394412.917119991,281.8590445931473
670000,-394285.53062590177,297.4937020963539
675000,-394489.56562321447,289.5705451951961
680000,-394467.2026903988,288.135528678034
685000,-394434.3331055973,291.8696276428905
690000,-394626.2016401143,292.1023273681521
695000,-394408.98543262185,287.8806235650914
700000,-394526.6774865962,285.6602464114851
705000,-394329.99476794933,281.52980794279915
710000,-394463.2325047342,290.7597138450748
715000,-394407.8521287815,287.0784733801578
720000,-394681.56557509536,281.4664006614511
725000,-394526.60469370213,280.57878834294604
730000,-394275.20286571677,278.03528728017596
735000,-394619.7124120276,286.1727199380695
740000,-394528.58626964444,284.8008454336862
745000,-394701.42174741474,288.3385673006238
750000,-394400.99558006594,282.98269790674044
755000,-394688.3614906711,285.10910924661243
760000,-394276.57883624383,292.309365357224
765000,-394442.03991352447,287.4494485693749
770000,-394530.0255691663,284.48708377290126
775000,-394507.9673070983,288.37018723735895
780000,-394651.9090015411,294.85436711693484
785000,-394846.5789005159,291.4693733644938
790000,-394805.0157400924,290.4650074213372
795000,-394720.89322751993,280.8401161586926
800000,-394538.0339324736,293.17942408055745
805000,-394805.9202147181,283.4655938409971
810000,-394740.30015302345,288.15172052359134
815000,-394671.96891319763,287.9272354269923
820000,-394638.7805710711,294.1198106813539
825000,-394781.19454693096,286.6144276317324
830000,-395004.7811708823,299.22716907798286
835000,-394504.76229733106,283.59200527698823
840000,-394797.3513074751,295.1805506270115
845000,-394523.8263937826,296.6901050542904
850000,-394688.7111932819,285.23536996741944
855000,-394750.5382162663,283.83713970835214
860000,-394687.58510607487,288.6586485975452
865000,-394707.2776840407,284.0010959352756
870000,-394720.141536738,280.52678517104766
875000,-394950.8944985039,287.89837722582513
880000,-394691.74377296143,287.521044463535
885000,-394841.37466075085,285.8297954371483
890000,-394636.36715784913,295.58932590944346
895000,-394654.81463308306,288.13025696132615
900000,-394779.25354943494,287.5610985636779
905000,-394749.8087071877,292.64016229670165
910000,-394571.690799688,280.85613918889754
915000,-394747.8410826225,291.063065301382
920000,-394635.55865785596,277.3564107230845
925000,-394740.30727570946,294.058102317087
930000,-394573.45566773374,266.84926995905727
935000,-394601.2801581306,290.8983224163026
940000,-394705.597250742,283.90998850657013
945000,-394694.15643968096,294.96342796523373
950000,-394579.68192978535,284.66296850210324
955000,-394685.1880866338,286.69237442241206
960000,-394563.68768371514,293.5078438018493
965000,-394828.46817377035,275.92006822282667
970000,-394771.25370130537,283.9597337309291
975000,-394558.1615639345,291.88406739459805
980000,-394650.87201159995,289.75418829035834
985000,-394567.9878768424,276.08291191047937
990000,-394763.74642926647,285.3778046124889
995000,-394820.8341300433,291.648404570655
1000000,-394834.83250337065,285.7477862338785
1005000,-394719.51217119576,292.7807793265761
1010000,-394618.6022649574,288.335990413364
1015000,-394681.79902213044,285.3410785104998
1020000,-394793.07165367494,275.2816861128885
1025000,-394716.64825079765,291.284324080179
1030000,-394614.0111911335,288.2894780492597
1035000,-394861.1562426522,290.1207448002096
1040000,-394769.8094106477,281.2430288997287
1045000,-394461.0142472965,291.4418699622637
1050000,-394619.6154209803,286.5723039192006
1055000,-394579.64164876775,281.1576549561278
1060000,-394640.25180485554,283.9084907469078
1065000,-394656.3779691989,279.7444220476292
1070000,-394628.032631352,284.46213743501426
1075000,-394939.9328272375,287.5471564223777
1080000,-394435.1719608895,288.27990794063163
1085000,-394648.3647234425,284.2352176651704
1090000,-394699.9837449908,280.84493767251763
1095000,-394738.02968490054,287.42174365240345
1100000,-394764.8735037597,283.4698874926018
1105000,-394588.62056634953,277.66381321805943
1110000,-394706.85398342094,297.6292294684623
1115000,-394670.5223312429,283.368874536182
1120000,-394846.5156771672,288.79027974311776
1125000,-394792.39558820537,282.73410623812276
1130000,-394805.8464877474,292.302541704892
1135000,-394635.21189987246,284.51784798957266
1140000,-394571.6756873011,291.6483517280746
1145000,-394850.07920435397,294.6060663913862
1150000,-394845.8863997748,285.82902247094677
1155000,-394419.0236952865,285.1366150665797
1160000,-394620.13033298386,281.56800420262965
1165000,-394630.94468965573,292.7807503787763
1170000,-394704.59165797057,286.4987833206155
1175000,-394967.3152997032,284.39042607331174
1180000,-394792.7415610235,290.5302489729002
1185000,-394727.81339472637,290.8025690362298
1190000,-394816.09126891627,286.1132365579974
1195000,-394951.9861966056,282.4504266525638
1200000,-394591.95713559364,280.0570409664819
1205000,-394736.6615306663,289.9008773660291
1210000,-394614.7254296808,291.35904684726853
1215000,-394855.2072085247,286.105186946465
1220000,-394724.33203349804,283.5556030353512
1225000,-394857.0732534832,288.9043458964137
1230000,-394853.0477343123,291.3905375370897
1235000,-394706.63213471044,287.02134920064395
1240000,-394526.4650094593,284.84234094110764
1245000,-394670.98997764866,296.38599182481585
1250000,-394534.9125365939,305.81545824087397
